"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"24/04/2025 23:15:00 - 24/04/2025 23:30:00","BZN|DE-LU","Sequence Sequence 2","97.59","",""
"24/04/2025 23:30:00 - 24/04/2025 23:45:00","BZN|DE-LU","Sequence Sequence 1","93.10","",""
"24/04/2025 23:30:00 - 24/04/2025 23:45:00","BZN|DE-LU","Sequence Sequence 2","85.09","",""
"24/04/2025 23:45:00 - 25/04/2025 00:00:00","BZN|DE-LU","Sequence Sequence 1","93.10","",""
"24/04/2025 23:45:00 - 25/04/2025 00:00:00","BZN|DE-LU","Sequence Sequence 2","72.60","",""
"25/04/2025 00:00:00 - 25/04/2025 00:15:00","BZN|DE-LU","Sequence Sequence 1","91.03","",""
"25/04/2025 00:00:00 - 25/04/2025 00:15:00","BZN|DE-LU","Sequence Sequence 2","90.09","",""
"25/04/2025 00:15:00 - 25/04/2025 00:30:00","BZN|DE-LU","Sequence Sequence 1","91.03","",""
"25/04/2025 00:15:00 - 25/04/2025 00:30:00","BZN|DE-LU","Sequence Sequence 2","117.01","",""
"25/04/2025 00:30:00 - 25/04/2025 00:45:00","BZN|DE-LU","Sequence Sequence 1","91.03","",""
"25/04/2025 00:30:00 - 25/04/2025 00:45:00","BZN|DE-LU","Sequence Sequence 2","80.09","",""
"25/04/2025 00:45:00 - 25/04/2025 01:00:00","BZN|DE-LU","Sequence Sequence 1","91.03","",""
"25/04/2025 00:45:00 - 25/04/2025 01:00:00","BZN|DE-LU","Sequence Sequence 2","72.60","",""
"25/04/2025 01:00:00 - 25/04/2025 01:15:00","BZN|DE-LU","Sequence Sequence 1","82.92","",""
"25/04/2025 01:00:00 - 25/04/2025 01:15:00","BZN|DE-LU","Sequence Sequence 2","85.10","",""
"25/04/2025 01:15:00 - 25/04/2025 01:30:00","BZN|DE-LU","Sequence Sequence 1","82.92","",""
"25/04/2025 01:15:00 - 25/04/2025 01:30:00","BZN|DE-LU","Sequence Sequence 2","80.09","",""
"25/04/2025 01:30:00 - 25/04/2025 01:45:00","BZN|DE-LU","Sequence Sequence 1","82.92","",""
"25/04/2025 01:30:00 - 25/04/2025 01:45:00","BZN|DE-LU","Sequence Sequence 2","77.59","",""
"25/04/2025 01:45:00 - 25/04/2025 02:00:00","BZN|DE-LU","Sequence Sequence 1","82.92","",""
"25/04/2025 01:45:00 - 25/04/2025 02:00:00","BZN|DE-LU","Sequence Sequence 2","96.64","",""
"25/04/2025 02:00:00 - 25/04/2025 02:15:00","BZN|DE-LU","Sequence Sequence 1","82.23","",""
"25/04/2025 02:00:00 - 25/04/2025 02:15:00","BZN|DE-LU","Sequence Sequence 2","80.10","",""
"25/04/2025 02:15:00 - 25/04/2025 02:30:00","BZN|DE-LU","Sequence Sequence 1","82.23","",""
"25/04/2025 02:15:00 - 25/04/2025 02:30:00","BZN|DE-LU","Sequence Sequence 2","80.10","",""
"25/04/2025 02:30:00 - 25/04/2025 02:45:00","BZN|DE-LU","Sequence Sequence 1","82.23","",""
"25/04/2025 02:30:00 - 25/04/2025 02:45:00","BZN|DE-LU","Sequence Sequence 2","100.18","",""
"25/04/2025 02:45:00 - 25/04/2025 03:00:00","BZN|DE-LU","Sequence Sequence 1","82.23","",""
"25/04/2025 02:45:00 - 25/04/2025 03:00:00","BZN|DE-LU","Sequence Sequence 2","75.10","",""
"25/04/2025 03:00:00 - 25/04/2025 03:15:00","BZN|DE-LU","Sequence Sequence 1","83.40","",""
"25/04/2025 03:00:00 - 25/04/2025 03:15:00","BZN|DE-LU","Sequence Sequence 2","75.08","",""
"25/04/2025 03:15:00 - 25/04/2025 03:30:00","BZN|DE-LU","Sequence Sequence 1","83.40","",""
"25/04/2025 03:15:00 - 25/04/2025 03:30:00","BZN|DE-LU","Sequence Sequence 2","75.08","",""
"25/04/2025 03:30:00 - 25/04/2025 03:45:00","BZN|DE-LU","Sequence Sequence 1","83.40","",""
"25/04/2025 03:30:00 - 25/04/2025 03:45:00","BZN|DE-LU","Sequence Sequence 2","102.30","",""
"25/04/2025 03:45:00 - 25/04/2025 04:00:00","BZN|DE-LU","Sequence Sequence 1","83.40","",""
"25/04/2025 03:45:00 - 25/04/2025 04:00:00","BZN|DE-LU","Sequence Sequence 2","82.59","",""
"25/04/2025 04:00:00 - 25/04/2025 04:15:00","BZN|DE-LU","Sequence Sequence 1","84.95","",""
"25/04/2025 04:00:00 - 25/04/2025 04:15:00","BZN|DE-LU","Sequence Sequence 2","67.59","",""
"25/04/2025 04:15:00 - 25/04/2025 04:30:00","BZN|DE-LU","Sequence Sequence 1","84.95","",""
"25/04/2025 04:15:00 - 25/04/2025 04:30:00","BZN|DE-LU","Sequence Sequence 2","75.09","",""
"25/04/2025 04:30:00 - 25/04/2025 04:45:00","BZN|DE-LU","Sequence Sequence 1","84.95","",""
"25/04/2025 04:30:00 - 25/04/2025 04:45:00","BZN|DE-LU","Sequence Sequence 2","106.56","",""
"25/04/2025 04:45:00 - 25/04/2025 05:00:00","BZN|DE-LU","Sequence Sequence 1","84.95","",""
"25/04/2025 04:45:00 - 25/04/2025 05:00:00","BZN|DE-LU","Sequence Sequence 2","92.59","",""
"25/04/2025 05:00:00 - 25/04/2025 05:15:00","BZN|DE-LU","Sequence Sequence 1","94.64","",""
"25/04/2025 05:00:00 - 25/04/2025 05:15:00","BZN|DE-LU","Sequence Sequence 2","62.60","",""
"25/04/2025 05:15:00 - 25/04/2025 05:30:00","BZN|DE-LU","Sequence Sequence 1","94.64","",""
"25/04/2025 05:15:00 - 25/04/2025 05:30:00","BZN|DE-LU","Sequence Sequence 2","105.83","",""
"25/04/2025 05:30:00 - 25/04/2025 05:45:00","BZN|DE-LU","Sequence Sequence 1","94.64","",""
"25/04/2025 05:30:00 - 25/04/2025 05:45:00","BZN|DE-LU","Sequence Sequence 2","92.59","",""
"25/04/2025 05:45:00 - 25/04/2025 06:00:00","BZN|DE-LU","Sequence Sequence 1","94.64","",""
"25/04/2025 05:45:00 - 25/04/2025 06:00:00","BZN|DE-LU","Sequence Sequence 2","107.58","",""
"25/04/2025 06:00:00 - 25/04/2025 06:15:00","BZN|DE-LU","Sequence Sequence 1","104.41","",""
"25/04/2025 06:00:00 - 25/04/2025 06:15:00","BZN|DE-LU","Sequence Sequence 2","60.08","",""
"25/04/2025 06:15:00 - 25/04/2025 06:30:00","BZN|DE-LU","Sequence Sequence 1","104.41","",""
"25/04/2025 06:15:00 - 25/04/2025 06:30:00","BZN|DE-LU","Sequence Sequence 2","92.59","",""
"25/04/2025 06:30:00 - 25/04/2025 06:45:00","BZN|DE-LU","Sequence Sequence 1","104.41","",""
"25/04/2025 06:30:00 - 25/04/2025 06:45:00","BZN|DE-LU","Sequence Sequence 2","131.57","",""
"25/04/2025 06:45:00 - 25/04/2025 07:00:00","BZN|DE-LU","Sequence Sequence 1","104.41","",""
"25/04/2025 06:45:00 - 25/04/2025 07:00:00","BZN|DE-LU","Sequence Sequence 2","152.40","",""
"25/04/2025 07:00:00 - 25/04/2025 07:15:00","BZN|DE-LU","Sequence Sequence 1","113.39","",""
"25/04/2025 07:00:00 - 25/04/2025 07:15:00","BZN|DE-LU","Sequence Sequence 2","139.93","",""
"25/04/2025 07:15:00 - 25/04/2025 07:30:00","BZN|DE-LU","Sequence Sequence 1","113.39","",""
"25/04/2025 07:15:00 - 25/04/2025 07:30:00","BZN|DE-LU","Sequence Sequence 2","105.10","",""
"25/04/2025 07:30:00 - 25/04/2025 07:45:00","BZN|DE-LU","Sequence Sequence 1","113.39","",""
"25/04/2025 07:30:00 - 25/04/2025 07:45:00","BZN|DE-LU","Sequence Sequence 2","110.07","",""
"25/04/2025 07:45:00 - 25/04/2025 08:00:00","BZN|DE-LU","Sequence Sequence 1","113.39","",""
"25/04/2025 07:45:00 - 25/04/2025 08:00:00","BZN|DE-LU","Sequence Sequence 2","115.32","",""
"25/04/2025 08:00:00 - 25/04/2025 08:15:00","BZN|DE-LU","Sequence Sequence 1","111.00","",""
"25/04/2025 08:00:00 - 25/04/2025 08:15:00","BZN|DE-LU","Sequence Sequence 2","156.26","",""
"25/04/2025 08:15:00 - 25/04/2025 08:30:00","BZN|DE-LU","Sequence Sequence 1","111.00","",""
"25/04/2025 08:15:00 - 25/04/2025 08:30:00","BZN|DE-LU","Sequence Sequence 2","142.42","",""
"25/04/2025 08:30:00 - 25/04/2025 08:45:00","BZN|DE-LU","Sequence Sequence 1","111.00","",""
"25/04/2025 08:30:00 - 25/04/2025 08:45:00","BZN|DE-LU","Sequence Sequence 2","100.05","",""
"25/04/2025 08:45:00 - 25/04/2025 09:00:00","BZN|DE-LU","Sequence Sequence 1","111.00","",""
"25/04/2025 08:45:00 - 25/04/2025 09:00:00","BZN|DE-LU","Sequence Sequence 2","70.06","",""
"25/04/2025 09:00:00 - 25/04/2025 09:15:00","BZN|DE-LU","Sequence Sequence 1","99.41","",""
"25/04/2025 09:00:00 - 25/04/2025 09:15:00","BZN|DE-LU","Sequence Sequence 2","154.98","",""
"25/04/2025 09:15:00 - 25/04/2025 09:30:00","BZN|DE-LU","Sequence Sequence 1","99.41","",""
"25/04/2025 09:15:00 - 25/04/2025 09:30:00","BZN|DE-LU","Sequence Sequence 2","134.92","",""
"25/04/2025 09:30:00 - 25/04/2025 09:45:00","BZN|DE-LU","Sequence Sequence 1","99.41","",""
"25/04/2025 09:30:00 - 25/04/2025 09:45:00","BZN|DE-LU","Sequence Sequence 2","69.85","",""
"25/04/2025 09:45:00 - 25/04/2025 10:00:00","BZN|DE-LU","Sequence Sequence 1","99.41","",""
"25/04/2025 09:45:00 - 25/04/2025 10:00:00","BZN|DE-LU","Sequence Sequence 2","50.01","",""
"25/04/2025 10:00:00 - 25/04/2025 10:15:00","BZN|DE-LU","Sequence Sequence 1","88.17","",""
"25/04/2025 10:00:00 - 25/04/2025 10:15:00","BZN|DE-LU","Sequence Sequence 2","142.46","",""
"25/04/2025 10:15:00 - 25/04/2025 10:30:00","BZN|DE-LU","Sequence Sequence 1","88.17","",""
"25/04/2025 10:15:00 - 25/04/2025 10:30:00","BZN|DE-LU","Sequence Sequence 2","101.19","",""
"25/04/2025 10:30:00 - 25/04/2025 10:45:00","BZN|DE-LU","Sequence Sequence 1","88.17","",""
"25/04/2025 10:30:00 - 25/04/2025 10:45:00","BZN|DE-LU","Sequence Sequence 2","72.52","",""
"25/04/2025 10:45:00 - 25/04/2025 11:00:00","BZN|DE-LU","Sequence Sequence 1","88.17","",""
"25/04/2025 10:45:00 - 25/04/2025 11:00:00","BZN|DE-LU","Sequence Sequence 2","35.05","",""
"25/04/2025 11:00:00 - 25/04/2025 11:15:00","BZN|DE-LU","Sequence Sequence 1","75.45","",""
"25/04/2025 11:00:00 - 25/04/2025 11:15:00","BZN|DE-LU","Sequence Sequence 2","94.73","",""
"25/04/2025 11:15:00 - 25/04/2025 11:30:00","BZN|DE-LU","Sequence Sequence 1","75.45","",""
"25/04/2025 11:15:00 - 25/04/2025 11:30:00","BZN|DE-LU","Sequence Sequence 2","72.59","",""
"25/04/2025 11:30:00 - 25/04/2025 11:45:00","BZN|DE-LU","Sequence Sequence 1","75.45","",""
"25/04/2025 11:30:00 - 25/04/2025 11:45:00","BZN|DE-LU","Sequence Sequence 2","87.42","",""
"25/04/2025 11:45:00 - 25/04/2025 12:00:00","BZN|DE-LU","Sequence Sequence 1","75.45","",""
"25/04/2025 11:45:00 - 25/04/2025 12:00:00","BZN|DE-LU","Sequence Sequence 2","69.96","",""
"25/04/2025 12:00:00 - 25/04/2025 12:15:00","BZN|DE-LU","Sequence Sequence 1","66.61","",""
"25/04/2025 12:00:00 - 25/04/2025 12:15:00","BZN|DE-LU","Sequence Sequence 2","104.94","",""
"25/04/2025 12:15:00 - 25/04/2025 12:30:00","BZN|DE-LU","Sequence Sequence 1","66.61","",""
"25/04/2025 12:15:00 - 25/04/2025 12:30:00","BZN|DE-LU","Sequence Sequence 2","60.36","",""
"25/04/2025 12:30:00 - 25/04/2025 12:45:00","BZN|DE-LU","Sequence Sequence 1","66.61","",""
"25/04/2025 12:30:00 - 25/04/2025 12:45:00","BZN|DE-LU","Sequence Sequence 2","47.60","",""
"25/04/2025 12:45:00 - 25/04/2025 13:00:00","BZN|DE-LU","Sequence Sequence 1","66.61","",""
"25/04/2025 12:45:00 - 25/04/2025 13:00:00","BZN|DE-LU","Sequence Sequence 2","64.91","",""
"25/04/2025 13:00:00 - 25/04/2025 13:15:00","BZN|DE-LU","Sequence Sequence 1","48.03","",""
"25/04/2025 13:00:00 - 25/04/2025 13:15:00","BZN|DE-LU","Sequence Sequence 2","89.92","",""
"25/04/2025 13:15:00 - 25/04/2025 13:30:00","BZN|DE-LU","Sequence Sequence 1","48.03","",""
"25/04/2025 13:15:00 - 25/04/2025 13:30:00","BZN|DE-LU","Sequence Sequence 2","67.91","",""
"25/04/2025 13:30:00 - 25/04/2025 13:45:00","BZN|DE-LU","Sequence Sequence 1","48.03","",""
"25/04/2025 13:30:00 - 25/04/2025 13:45:00","BZN|DE-LU","Sequence Sequence 2","40.08","",""
"25/04/2025 13:45:00 - 25/04/2025 14:00:00","BZN|DE-LU","Sequence Sequence 1","48.03","",""
"25/04/2025 13:45:00 - 25/04/2025 14:00:00","BZN|DE-LU","Sequence Sequence 2","35.06","",""
"25/04/2025 14:00:00 - 25/04/2025 14:15:00","BZN|DE-LU","Sequence Sequence 1","40.99","",""
"25/04/2025 14:00:00 - 25/04/2025 14:15:00","BZN|DE-LU","Sequence Sequence 2","50.04","",""
"25/04/2025 14:15:00 - 25/04/2025 14:30:00","BZN|DE-LU","Sequence Sequence 1","40.99","",""
"25/04/2025 14:15:00 - 25/04/2025 14:30:00","BZN|DE-LU","Sequence Sequence 2","45.07","",""
"25/04/2025 14:30:00 - 25/04/2025 14:45:00","BZN|DE-LU","Sequence Sequence 1","40.99","",""
"25/04/2025 14:30:00 - 25/04/2025 14:45:00","BZN|DE-LU","Sequence Sequence 2","45.09","",""
"25/04/2025 14:45:00 - 25/04/2025 15:00:00","BZN|DE-LU","Sequence Sequence 1","40.99","",""
"25/04/2025 14:45:00 - 25/04/2025 15:00:00","BZN|DE-LU","Sequence Sequence 2","74.74","",""
"25/04/2025 15:00:00 - 25/04/2025 15:15:00","BZN|DE-LU","Sequence Sequence 1","59.47","",""
"25/04/2025 15:00:00 - 25/04/2025 15:15:00","BZN|DE-LU","Sequence Sequence 2","45.04","",""
"25/04/2025 15:15:00 - 25/04/2025 15:30:00","BZN|DE-LU","Sequence Sequence 1","59.47","",""
"25/04/2025 15:15:00 - 25/04/2025 15:30:00","BZN|DE-LU","Sequence Sequence 2","45.07","",""
"25/04/2025 15:30:00 - 25/04/2025 15:45:00","BZN|DE-LU","Sequence Sequence 1","59.47","",""
"25/04/2025 15:30:00 - 25/04/2025 15:45:00","BZN|DE-LU","Sequence Sequence 2","56.48","",""
"25/04/2025 15:45:00 - 25/04/2025 16:00:00","BZN|DE-LU","Sequence Sequence 1","59.47","",""
"25/04/2025 15:45:00 - 25/04/2025 16:00:00","BZN|DE-LU","Sequence Sequence 2","97.42","",""
"25/04/2025 16:00:00 - 25/04/2025 16:15:00","BZN|DE-LU","Sequence Sequence 1","73.04","",""
"25/04/2025 16:00:00 - 25/04/2025 16:15:00","BZN|DE-LU","Sequence Sequence 2","47.35","",""
"25/04/2025 16:15:00 - 25/04/2025 16:30:00","BZN|DE-LU","Sequence Sequence 1","73.04","",""
"25/04/2025 16:15:00 - 25/04/2025 16:30:00","BZN|DE-LU","Sequence Sequence 2","55.10","",""
"25/04/2025 16:30:00 - 25/04/2025 16:45:00","BZN|DE-LU","Sequence Sequence 1","73.04","",""
"25/04/2025 16:30:00 - 25/04/2025 16:45:00","BZN|DE-LU","Sequence Sequence 2","72.58","",""
"25/04/2025 16:45:00 - 25/04/2025 17:00:00","BZN|DE-LU","Sequence Sequence 1","73.04","",""
"25/04/2025 16:45:00 - 25/04/2025 17:00:00","BZN|DE-LU","Sequence Sequence 2","124.95","",""
"25/04/2025 17:00:00 - 25/04/2025 17:15:00","BZN|DE-LU","Sequence Sequence 1","84.19","",""
"25/04/2025 17:00:00 - 25/04/2025 17:15:00","BZN|DE-LU","Sequence Sequence 2","37.06","",""
"25/04/2025 17:15:00 - 25/04/2025 17:30:00","BZN|DE-LU","Sequence Sequence 1","84.19","",""
"25/04/2025 17:15:00 - 25/04/2025 17:30:00","BZN|DE-LU","Sequence Sequence 2","67.51","",""
"25/04/2025 17:30:00 - 25/04/2025 17:45:00","BZN|DE-LU","Sequence Sequence 1","84.19","",""
"25/04/2025 17:30:00 - 25/04/2025 17:45:00","BZN|DE-LU","Sequence Sequence 2","95.06","",""
"25/04/2025 17:45:00 - 25/04/2025 18:00:00","BZN|DE-LU","Sequence Sequence 1","84.19","",""
"25/04/2025 17:45:00 - 25/04/2025 18:00:00","BZN|DE-LU","Sequence Sequence 2","149.95","",""
"25/04/2025 18:00:00 - 25/04/2025 18:15:00","BZN|DE-LU","Sequence Sequence 1","99.43","",""
"25/04/2025 18:00:00 - 25/04/2025 18:15:00","BZN|DE-LU","Sequence Sequence 2","20.00","",""
"25/04/2025 18:15:00 - 25/04/2025 18:30:00","BZN|DE-LU","Sequence Sequence 1","99.43","",""
"25/04/2025 18:15:00 - 25/04/2025 18:30:00","BZN|DE-LU","Sequence Sequence 2","82.54","",""
"25/04/2025 18:30:00 - 25/04/2025 18:45:00","BZN|DE-LU","Sequence Sequence 1","99.43","",""
"25/04/2025 18:30:00 - 25/04/2025 18:45:00","BZN|DE-LU","Sequence Sequence 2","142.42","",""
"25/04/2025 18:45:00 - 25/04/2025 19:00:00","BZN|DE-LU","Sequence Sequence 1","99.43","",""
"25/04/2025 18:45:00 - 25/04/2025 19:00:00","BZN|DE-LU","Sequence Sequence 2","181.43","",""
"25/04/2025 19:00:00 - 25/04/2025 19:15:00","BZN|DE-LU","Sequence Sequence 1","115.99","",""
"25/04/2025 19:00:00 - 25/04/2025 19:15:00","BZN|DE-LU","Sequence Sequence 2","82.12","",""
"25/04/2025 19:15:00 - 25/04/2025 19:30:00","BZN|DE-LU","Sequence Sequence 1","115.99","",""
"25/04/2025 19:15:00 - 25/04/2025 19:30:00","BZN|DE-LU","Sequence Sequence 2","102.56","",""
"25/04/2025 19:30:00 - 25/04/2025 19:45:00","BZN|DE-LU","Sequence Sequence 1","115.99","",""
"25/04/2025 19:30:00 - 25/04/2025 19:45:00","BZN|DE-LU","Sequence Sequence 2","147.40","",""
"25/04/2025 19:45:00 - 25/04/2025 20:00:00","BZN|DE-LU","Sequence Sequence 1","115.99","",""
"25/04/2025 19:45:00 - 25/04/2025 20:00:00","BZN|DE-LU","Sequence Sequence 2","154.96","",""
"25/04/2025 20:00:00 - 25/04/2025 20:15:00","BZN|DE-LU","Sequence Sequence 1","123.78","",""
"25/04/2025 20:00:00 - 25/04/2025 20:15:00","BZN|DE-LU","Sequence Sequence 2","115.09","",""
"25/04/2025 20:15:00 - 25/04/2025 20:30:00","BZN|DE-LU","Sequence Sequence 1","123.78","",""
"25/04/2025 20:15:00 - 25/04/2025 20:30:00","BZN|DE-LU","Sequence Sequence 2","125.01","",""
"25/04/2025 20:30:00 - 25/04/2025 20:45:00","BZN|DE-LU","Sequence Sequence 1","123.78","",""
"25/04/2025 20:30:00 - 25/04/2025 20:45:00","BZN|DE-LU","Sequence Sequence 2","139.92","",""
"25/04/2025 20:45:00 - 25/04/2025 21:00:00","BZN|DE-LU","Sequence Sequence 1","123.78","",""
"25/04/2025 20:45:00 - 25/04/2025 21:00:00","BZN|DE-LU","Sequence Sequence 2","132.45","",""
"25/04/2025 21:00:00 - 25/04/2025 21:15:00","BZN|DE-LU","Sequence Sequence 1","109.63","",""
"25/04/2025 21:00:00 - 25/04/2025 21:15:00","BZN|DE-LU","Sequence Sequence 2","149.91","",""
"25/04/2025 21:15:00 - 25/04/2025 21:30:00","BZN|DE-LU","Sequence Sequence 1","109.63","",""
"25/04/2025 21:15:00 - 25/04/2025 21:30:00","BZN|DE-LU","Sequence Sequence 2","123.29","",""
"25/04/2025 21:30:00 - 25/04/2025 21:45:00","BZN|DE-LU","Sequence Sequence 1","109.63","",""
"25/04/2025 21:30:00 - 25/04/2025 21:45:00","BZN|DE-LU","Sequence Sequence 2","97.60","",""
"25/04/2025 21:45:00 - 25/04/2025 22:00:00","BZN|DE-LU","Sequence Sequence 1","109.63","",""
"25/04/2025 21:45:00 - 25/04/2025 22:00:00","BZN|DE-LU","Sequence Sequence 2","87.59","",""
"25/04/2025 22:00:00 - 25/04/2025 22:15:00","BZN|DE-LU","Sequence Sequence 1","100.37","",""
"25/04/2025 22:00:00 - 25/04/2025 22:15:00","BZN|DE-LU","Sequence Sequence 2","110.07","",""
"25/04/2025 22:15:00 - 25/04/2025 22:30:00","BZN|DE-LU","Sequence Sequence 1","100.37","",""
"25/04/2025 22:15:00 - 25/04/2025 22:30:00","BZN|DE-LU","Sequence Sequence 2","102.58","",""
"25/04/2025 22:30:00 - 25/04/2025 22:45:00","BZN|DE-LU","Sequence Sequence 1","100.37","",""
"25/04/2025 22:30:00 - 25/04/2025 22:45:00","BZN|DE-LU","Sequence Sequence 2","90.09","",""
"25/04/2025 22:45:00 - 25/04/2025 23:00:00","BZN|DE-LU","Sequence Sequence 1","100.37","",""
"25/04/2025 22:45:00 - 25/04/2025 23:00:00","BZN|DE-LU","Sequence Sequence 2","105.51","",""
"25/04/2025 23:00:00 - 25/04/2025 23:15:00","BZN|DE-LU","Sequence Sequence 1","92.09","",""
"25/04/2025 23:00:00 - 25/04/2025 23:15:00","BZN|DE-LU","Sequence Sequence 2","105.00","",""
"25/04/2025 23:15:00 - 25/04/2025 23:30:00","BZN|DE-LU","Sequence Sequence 1","92.09","",""
"25/04/2025 23:15:00 - 25/04/2025 23:30:00","BZN|DE-LU","Sequence Sequence 2","79.83","",""
"25/04/2025 23:30:00 - 25/04/2025 23:45:00","BZN|DE-LU","Sequence Sequence 1","92.09","",""
"25/04/2025 23:30:00 - 25/04/2025 23:45:00","BZN|DE-LU","Sequence Sequence 2","85.06","",""
"25/04/2025 23:45:00 - 26/04/2025 00:00:00","BZN|DE-LU","Sequence Sequence 1","92.09","",""
"25/04/2025 23:45:00 - 26/04/2025 00:00:00","BZN|DE-LU","Sequence Sequence 2","104.90","",""
"26/04/2025 00:00:00 - 26/04/2025 00:15:00","BZN|DE-LU","Sequence Sequence 1","100.00","",""
"26/04/2025 00:00:00 - 26/04/2025 00:15:00","BZN|DE-LU","Sequence Sequence 2","90.02","",""
"26/04/2025 00:15:00 - 26/04/2025 00:30:00","BZN|DE-LU","Sequence Sequence 1","100.00","",""
"26/04/2025 00:15:00 - 26/04/2025 00:30:00","BZN|DE-LU","Sequence Sequence 2","85.06","",""
"26/04/2025 00:30:00 - 26/04/2025 00:45:00","BZN|DE-LU","Sequence Sequence 1","100.00","",""
"26/04/2025 00:30:00 - 26/04/2025 00:45:00","BZN|DE-LU","Sequence Sequence 2","93.20","",""
"26/04/2025 00:45:00 - 26/04/2025 01:00:00","BZN|DE-LU","Sequence Sequence 1","100.00","",""
"26/04/2025 00:45:00 - 26/04/2025 01:00:00","BZN|DE-LU","Sequence Sequence 2","105.00","",""
"26/04/2025 01:00:00 - 26/04/2025 01:15:00","BZN|DE-LU","Sequence Sequence 1","92.19","",""
"26/04/2025 01:00:00 - 26/04/2025 01:15:00","BZN|DE-LU","Sequence Sequence 2","87.85","",""
"26/04/2025 01:15:00 - 26/04/2025 01:30:00","BZN|DE-LU","Sequence Sequence 1","92.19","",""
"26/04/2025 01:15:00 - 26/04/2025 01:30:00","BZN|DE-LU","Sequence Sequence 2","80.10","",""
"26/04/2025 01:30:00 - 26/04/2025 01:45:00","BZN|DE-LU","Sequence Sequence 1","92.19","",""
"26/04/2025 01:30:00 - 26/04/2025 01:45:00","BZN|DE-LU","Sequence Sequence 2","75.10","",""
"26/04/2025 01:45:00 - 26/04/2025 02:00:00","BZN|DE-LU","Sequence Sequence 1","92.19","",""
"26/04/2025 01:45:00 - 26/04/2025 02:00:00","BZN|DE-LU","Sequence Sequence 2","104.91","",""
"26/04/2025 02:00:00 - 26/04/2025 02:15:00","BZN|DE-LU","Sequence Sequence 1","91.02","",""
"26/04/2025 02:00:00 - 26/04/2025 02:15:00","BZN|DE-LU","Sequence Sequence 2","80.10","",""
"26/04/2025 02:15:00 - 26/04/2025 02:30:00","BZN|DE-LU","Sequence Sequence 1","91.02","",""
"26/04/2025 02:15:00 - 26/04/2025 02:30:00","BZN|DE-LU","Sequence Sequence 2","109.90","",""
"26/04/2025 02:30:00 - 26/04/2025 02:45:00","BZN|DE-LU","Sequence Sequence 1","91.02","",""
"26/04/2025 02:30:00 - 26/04/2025 02:45:00","BZN|DE-LU","Sequence Sequence 2","90.46","",""
"26/04/2025 02:45:00 - 26/04/2025 03:00:00","BZN|DE-LU","Sequence Sequence 1","91.02","",""
"26/04/2025 02:45:00 - 26/04/2025 03:00:00","BZN|DE-LU","Sequence Sequence 2","70.10","",""
"26/04/2025 03:00:00 - 26/04/2025 03:15:00","BZN|DE-LU","Sequence Sequence 1","89.66","",""
"26/04/2025 03:00:00 - 26/04/2025 03:15:00","BZN|DE-LU","Sequence Sequence 2","75.10","",""
"26/04/2025 03:15:00 - 26/04/2025 03:30:00","BZN|DE-LU","Sequence Sequence 1","89.66","",""
"26/04/2025 03:15:00 - 26/04/2025 03:30:00","BZN|DE-LU","Sequence Sequence 2","75.09","",""
"26/04/2025 03:30:00 - 26/04/2025 03:45:00","BZN|DE-LU","Sequence Sequence 1","89.66","",""
"26/04/2025 03:30:00 - 26/04/2025 03:45:00","BZN|DE-LU","Sequence Sequence 2","109.91","",""
"26/04/2025 03:45:00 - 26/04/2025 04:00:00","BZN|DE-LU","Sequence Sequence 1","89.66","",""
"26/04/2025 03:45:00 - 26/04/2025 04:00:00","BZN|DE-LU","Sequence Sequence 2","93.35","",""
"26/04/2025 04:00:00 - 26/04/2025 04:15:00","BZN|DE-LU","Sequence Sequence 1","89.01","",""
"26/04/2025 04:00:00 - 26/04/2025 04:15:00","BZN|DE-LU","Sequence Sequence 2","109.91","",""
"26/04/2025 04:15:00 - 26/04/2025 04:30:00","BZN|DE-LU","Sequence Sequence 1","89.01","",""
"26/04/2025 04:15:00 - 26/04/2025 04:30:00","BZN|DE-LU","Sequence Sequence 2","90.97","",""
"26/04/2025 04:30:00 - 26/04/2025 04:45:00","BZN|DE-LU","Sequence Sequence 1","89.01","",""
"26/04/2025 04:30:00 - 26/04/2025 04:45:00","BZN|DE-LU","Sequence Sequence 2","75.09","",""
"26/04/2025 04:45:00 - 26/04/2025 05:00:00","BZN|DE-LU","Sequence Sequence 1","89.01","",""
"26/04/2025 04:45:00 - 26/04/2025 05:00:00","BZN|DE-LU","Sequence Sequence 2","75.08","",""
"26/04/2025 05:00:00 - 26/04/2025 05:15:00","BZN|DE-LU","Sequence Sequence 1","90.86","",""
"26/04/2025 05:00:00 - 26/04/2025 05:15:00","BZN|DE-LU","Sequence Sequence 2","109.93","",""
"26/04/2025 05:15:00 - 26/04/2025 05:30:00","BZN|DE-LU","Sequence Sequence 1","90.86","",""
"26/04/2025 05:15:00 - 26/04/2025 05:30:00","BZN|DE-LU","Sequence Sequence 2","109.93","",""
"26/04/2025 05:30:00 - 26/04/2025 05:45:00","BZN|DE-LU","Sequence Sequence 1","90.86","",""
"26/04/2025 05:30:00 - 26/04/2025 05:45:00","BZN|DE-LU","Sequence Sequence 2","72.85","",""
"26/04/2025 05:45:00 - 26/04/2025 06:00:00","BZN|DE-LU","Sequence Sequence 1","90.86","",""
